적재_연월,주차장 명칭,주차장 구분자 정보,주차장 유형 구분자 정보,주차장 위치 도로명주소정보,주차장 위치 지번주소정보,주차장 주차 구획수,주차장 부제 시행 구분자 정보,주차장 운영요일,주차장 평일 운영시작시각,주차장 평일 운영종료시각,주차장 토요일 운영시작시각,주차장 토요일 운영종료시각,주차장 공휴일 운영시작시각,주차장 공휴일 운영종료시각,주차장 요금 유무 정보,주차장 주차 기본시간,주차장 주차 기본요금,주차장 추가 단위시간,주차장 추가 단위요금,주차장 1일 주차권 요금 적용시간,주차장 1일 주차권 요금,주차장 월 정기권 요금,주차장 결제 방법 정보,주차장 관리기관명,주차장 관리기관 전화번호,주차장 위치 위도 좌표정보,주차장 위치 경도 좌표정보,주차장 데이터 기준일자
202603,나성노상,공영,노상,세종특별자치시 노을1로 16,-,33,미시행,평일,8:00,20:00,0:00,0:00,0:00,0:00,유료,15,500,15,500,0,0,0,-,세종특별자치시청,044-300-7923,36.4808552800,127.2606177000,2023-11-24
202603,도담노상,공영,노상,세종특별자치시 보듬3로 8-20,-,13,미시행,평일,8:00,20:00,0:00,0:00,0:00,0:00,유료,15,500,15,500,0,0,0,-,세종특별자치시청,044-300-7923,36.5143021200,127.2586070000,2023-11-24
202603,신안리1,공영,노외,세종특별자치시 조치원읍 장안길 14,-,49,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5998621000,127.3000267000,2023-11-24
202603,원리1,공영,노상,세종특별자치시 조치원읍 으뜸길 122,-,36,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5969812400,127.2976963000,2023-11-24
202603,조치원주차타워,공영,노외,세종특별자치시 조치원읍 새내로 99,-,200,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,0,15,400,0,8000,0,카드,세종특별자치시청,044-300-7923,36.6006355100,127.2977195000,2023-11-24
202603,원리3,공영,노외,세종특별자치시 조치원읍 으뜸길 215,-,72,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,유료,30,0,15,500,0,10000,0,카드,세종특별자치시청,044-300-7923,36.6035059000,127.2963295000,2023-11-24
202603,교리1,공영,노상,세종특별자치시 조치원읍 문화로 17,-,34,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6033157500,127.3005944000,2023-11-24
202603,교리2,공영,노상,세종특별자치시 조치원읍 새내로 165,-,21,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6066714000,127.2965355000,2023-11-24
202603,교리3,공영,노외,세종특별자치시 조치원읍 새내로 154-1,-,49,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6057220300,127.2975389000,2023-11-24
202603,침산리13,공영,노외,세종특별자치시 조치원읍 문화2길 10,-,11,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5995626400,127.2892231000,2023-11-24
202603,침산리14,공영,노외,세종특별자치시 조치원읍 행복6길 18,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6050733800,127.2914753000,2023-11-24
202603,침산리15,공영,노외,세종특별자치시 조치원읍 행복6길36,-,5,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6057874100,127.2933467000,2023-11-24
202603,침산리4,공영,노외,세종특별자치시 조치원읍 행복12길 5-6,-,15,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6041008600,127.2931273000,2023-11-24
202603,침산리5,공영,노외,세종특별자치시 조치원읍 행복1길 13,-,6,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6021800700,127.2913940000,2023-11-24
202603,침산리6,공영,노외,세종특별자치시 조치원읍 문화7길 13,-,10,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6016475300,127.2882316000,2023-11-24
202603,상리1,공영,노외,세종특별자치시 조치원읍 조치원로 54,-,131,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.6018676400,127.3026260000,2023-11-24
202603,세종전통시장주차타워,공영,노외,세종특별자치시 조치원읍 새내8길 17-1,-,149,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,0,15,400,0,8000,0,카드,세종특별자치시청,044-300-7923,36.5998279300,127.2993171000,2023-11-24
202603,이벤트광장,공영,노외,세종특별자치시 조치원읍 장안길 14,-,25,미시행,평일+토요일+공휴일,8:00,22:00,8:00,22:00,8:00,22:00,유료,30,0,15,400,0,8000,0,카드,세종특별자치시청,044-300-7923,36.5998607800,127.3000286000,2023-11-24
202603,신흥리2,공영,노외,세종특별자치시 조치원읍 신흥샛터길 37,-,28,미시행,평일+토요일+공휴일,7:00,23:00,7:00,23:00,7:00,23:00,무료,0,0,0,0,0,0,0,-,세종특별자치시청,044-300-7923,36.5971798000,127.2946880000,2023-11-24
